Name,Location,Locality,City,Cuisine,Rating,Votes,Average-Cost,Latitude,Longitude
Skytouch Le Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  North Indian,  Italian",3.6,20,600,12.9096941,77.5866067
Petoo,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Street Food,  Chaat",4.8,5,800,12.99503295,77.55266693
The Paramount Hotel,"HRBR Layout, East Bangalore", East Bangalore,Bangalore,"North Indian,  Seafood,  Fast Food,  Biryani",1,1,800,13.02404,77.6400268
Thanco's Natural Ice Cream,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400,12.9096941,77.5866067
Biergarten,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Continental,  Finger Food,  American",4.4,2371,2400,12.9696365,77.7497448
Mast Marathi,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Maharashtrian,  Street Food",1.4,3,300,12.9116225,77.6388622
Park Street Restaurant,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Bengali,  North Indian",4,14,500,13.0382184,77.5919
Chaatimes,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Street Food,  Chaat",4,1,200,12.9096941,77.5866067
Barley & Grapes Cafe,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"American,  Italian,  Continental",4.3,128,800,12.99503295,77.55266693
Cake Dilim,"Doddanekundi, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",3,7,400,12.9713194,77.6964768
Shree Mahalakshmi Sweets,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Street Food",5,1,400,12.99503295,77.55266693
Leon Grill,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",5,4,600,12.99503295,77.55266693
THE BEL ST.,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"American,  Italian,  Continental",4.3,35,1000,12.99503295,77.55266693
Chaatimes,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Street Food,  Chaat",4.5,2,200,12.9521804,77.6041899
Frozenheit6,"Annapoorneshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream",3.4,7,500,13.003852,77.5539609
Eat Retreat,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,North Indian,4.5,15,500,12.9241332,77.6391844
Chef Baker's,"Mahadevapura, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",5,1,600,12.9965445,77.6927176
@ The BBQ,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental",5,3,700,12.9361208,77.6671843
Beijing Bites,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.4,80,700,12.9241332,77.6391844
Kanti Sweets,"Nagawara, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",2.5,2,500,13.0422794,77.6248577
Mani's Dum Biryani,"Bellandur, South Bangalore", South Bangalore,Bangalore,Biryani,4.2,20,700,12.9361208,77.6671843
NH8,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,Rajasthani,3.8,100,800,12.99503295,77.55266693
Lassi Corner,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"Desserts,  Ice Cream,  Drinks,  Fast Food",3,2,300,13.0120218,77.6777817
Momo Jojo,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Seafood,  Tibetan",3,1,400,12.9096941,77.5866067
The Fisherman's Wharf,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Seafood,  North Indian,  Continental,  Goan",4.2,1094,1600,12.9241332,77.6391844
Beijing Bites,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.1,57,700,12.99503295,77.55266693
Kanti Sweets,"Hennur, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",1,1,500,13.0258087,77.6305067
Coal Spark,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Barbecue",3,7,900,12.9116225,77.6388622
Avista Wine Bar & Pizzeria,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,Italian,4.1,30,800,12.99503295,77.55266693
Kingdom Of Spices,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Mughlai",4.4,8,400,12.9361208,77.6671843
Empire Restaurant,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.6,76,700,12.9361208,77.6671843
ABs - Absolute Barbecues,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.5,481,1200,13.0525837,77.5935619
ABs - Absolute Barbecues,"Whitefield, East Bangalore", East Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.3,736,1200,12.9696365,77.7497448
Aurum Brew Works,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"American,  Modern Indian",4.2,390,1400,12.9241332,77.6391844
Kanti Sweets,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",5,1,500,12.9521804,77.6041899
Thanco's Natural Ice Cream,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",3.9,5,400,12.99503295,77.55266693
Chef Baker's,"Nagawara, North Bangalore", North Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",1,1,600,13.0422794,77.6248577
Potful,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Biryani",4,1,800,12.9241332,77.6391844
La Casa Brewery And Kitchen,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Italian,  Continental",4.2,633,1500,12.9241332,77.6391844
Dr Sheesha,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Chinese,  Coffee",4.2,22,800,12.9079236,77.5651087
Chef Baker's,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4,1,600,12.9361208,77.6671843
Cafe Kabana,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Continental,  Chinese",2.8,4,700,12.9521804,77.6041899
Taco Bell,"Royal Meenakshi Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Tex Mex",4.4,62,500,12.8757429,77.59561063
Kanti Sweets,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",1,1,500,12.9096941,77.5866067
California Burrito,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Mexican,  Fast Food",4.6,27,500,12.9552572,77.6984163
Kanti Bakes and Flakes,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",3,1,500,12.99503295,77.55266693
Social,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Continental,  American,  North Indian,  Italian,  Chinese,  Finger Food",4.3,515,1500,12.9241332,77.6391844
Gopaljee Cafe,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Street Food",3,2,300,12.9241332,77.6391844
Bake Delite,"Kumaraswamy Layout, South Bangalore", South Bangalore,Bangalore,Desserts,1,1,200,12.9067683,77.5595021
Urban Monkey Cafe,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental",3.7,13,900,12.9241332,77.6391844
Floating Cafe,"Chikkajala, North Bangalore", North Bangalore,Bangalore,"Italian,  Indian Cuisine",5,1,400,13.1734414,77.6343099
Punjabi Nukkad,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.1,16,500,12.9116225,77.6388622
Kanti Sweets,"KR Puram, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",4.5,2,500,13.007516,77.695935
Cafe Nosh,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Coffee",4.1,14,700,12.99503295,77.55266693
Cake Dilim,"Mahadevapura, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",3.6,5,400,12.9965445,77.6927176
Dhaba Estd 1986 Delhi,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"North Indian,  Mughlai,  Desserts",4.2,286,1200,12.9552572,77.6984163
Flavors of India,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  South Indian",4.1,30,1300,12.9361208,77.6671843
Dr Sheesha,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Italian,  Continental,  Chinese",4.2,134,1200,12.9552572,77.6984163
Chef Baker's,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4,6,600,12.9552572,77.6984163
California Burrito,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Mexican,  Fast Food",4,9,500,12.9552572,77.6984163
Chili's American Grill and Bar,"Bellandur, South Bangalore", South Bangalore,Bangalore,"American,  Mexican",4.3,287,2200,12.9361208,77.6671843
Melange,"Radisson Blu Bengaluru Outer Ring Road,Marathahalli, East Bangalore", East Bangalore,Bangalore,"Continental,  North Indian",4.4,346,2500,12.95037135,77.69879936
Suryawanshi,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Maharashtrian,  Seafood",5,2,600,12.9241332,77.6391844
Lassi Corner RM,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"Desserts,  Ice Cream,  Drinks,  Fast Food",3,2,300,13.0120218,77.6777817
Bowl Macha,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Health Food",5,1,500,12.9521804,77.6041899
Buzz A Pizza,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza",5,1,600,12.9521804,77.6041899
Brews N Bites,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Chinese,  Fast Food,  Coffee,  Drinks",3.7,6,800,12.9521804,77.6041899
Indian Paratha Factory,"HSR Layout, South Bangalore", South Bangalore,Bangalore,North Indian,1,1,300,12.9116225,77.6388622
Kanti Sweets,"Vidyaranyapura, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",3.7,3,500,13.0479658,77.5572752
Publik,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental",3.7,65,1200,12.9361208,77.6671843
Kanti Sweets,"Jalahalli, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",5,1,500,13.0394104,77.5197351
California Burrito,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.5,98,500,12.9241332,77.6391844
Kabab Mandra,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,North Indian,3.7,3,400,12.9241332,77.6391844
California Burrito,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Mexican,  Fast Food",4.5,13,500,12.9552572,77.6984163
Chef Baker's,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4.8,4,600,12.9552572,77.6984163
Black Velvet,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Andhra,  Fast Food,  Finger Food",3.5,4,800,12.9361208,77.6671843
Savoury Express Counter,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Arabian,  North Indian,  Chinese,  Kerala,  Fast Food",3.8,11,1000,12.9241332,77.6391844
Malabar Cafe,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"South Indian,  Kerala",4.5,2,400,12.9552572,77.6984163
Kanti Sweets,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",4.2,5,500,12.9552572,77.6984163
Eating Love,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza",4.6,10,700,12.9241332,77.6391844
Barbeque Nation,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.2,204,1800,12.9241332,77.6391844
California Burrito,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.4,5,500,12.9361208,77.6671843
Onesta,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.1,60,700,12.9552572,77.6984163
Cake Dilim,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",4.5,4,400,12.9552572,77.6984163
Dindigul Thalappakatti,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Chinese,  Seafood",4.5,5,800,12.9552572,77.6984163
Leon Grill,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",4.2,10,600,12.9552572,77.6984163
Vasudev Adiga's,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"South Indian,  North Indian,  Chinese",3.2,6,500,12.923482,77.5761514
Anjappar Chettinad,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"South Indian,  Chettinad,  Chinese,  Seafood",4.2,68,700,12.9552572,77.6984163
Bhagini - Kitchen & Bar,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Andhra",3.7,64,1300,12.9552572,77.6984163
Kanti Sweets,"KR Puram, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",3,1,500,13.007516,77.695935
Express By AB's,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"North Indian,  Barbecue",4,1,400,12.9552572,77.6984163
Yo! Chow,"Sri Sapthagiri Complex,Marathahalli, East Bangalore", East Bangalore,Bangalore,Asian,4.2,52,1200,12.9504549,77.6999246
Kanti Bakes & Flakes,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",2.8,1,500,12.9241332,77.6391844
Buffalo Wild Wings,"KR Puram, East Bangalore", East Bangalore,Bangalore,"Mexican,  American",4.4,10,1200,13.007516,77.695935
Connie's Steakhouse,"Hennur, North Bangalore", North Bangalore,Bangalore,"Continental,  Fast Food,  Seafood",4.2,3,1800,13.0258087,77.6305067
Koel's Pizzeria,"Hennur, North Bangalore", North Bangalore,Bangalore,"Pizza,  Italian",4.8,4,400,13.0258087,77.6305067
MASALA MANDI,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Mughlai",4,153,1500,12.9241332,77.6391844
Pavratha,"Bellandur, South Bangalore", South Bangalore,Bangalore,North Indian,4.1,5,400,12.9361208,77.6671843
Kabab Mandra,"Mahadevapura, East Bangalore", East Bangalore,Bangalore,North Indian,2.7,3,400,12.9965445,77.6927176
Paakashala,"Vidyaranyapura, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese",3.6,24,600,13.0479658,77.5572752
Beijing Bites,"Vidyaranyapura, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.1,31,700,13.0479658,77.5572752
Cake Dilim,"Kasavanahalli, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",2.9,4,400,12.8996788,77.6753159
Royal Calcutta,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Bengali,  North Indian,  Chinese",4.8,4,400,12.9552572,77.6984163
Cake Dilim,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",2.7,4,400,12.9241332,77.6391844
AJ-125,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",4.5,28,800,12.9552572,77.6984163
Kanti Sweets,"Electronic City, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4,2,500,12.8487599,77.64825296
Kanti Sweets,"Electronic City, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",5,4,500,12.8487599,77.64825296
BLR Brewing Co.,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,Multi-Cuisine,4.4,55,1400,12.923482,77.5761514
Pepperwood,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,Fast Food,5,2,300,12.9241332,77.6391844
Sherlock's Pub,"Brookefields, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",4.1,188,1300,12.9652094,77.717936
Cafe At The Atelier,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Continental,  Italian,  Finger Food",3.9,5,600,12.9241332,77.6391844
Thanco's Natural Ice Cream,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400,13.0525837,77.5935619
Orbis Restaurant,"Brookefields, East Bangalore", East Bangalore,Bangalore,"North Indian,  Oriental ,  Arabian,  Drinks",4,160,800,12.9652094,77.717936
Flavours,"Radha Hometel Hotel,Whitefield, East Bangalore", East Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",4.1,6,1000,12.97751045,77.71338456
Chowringhee,"Brookefields, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  Bengali",4,11,400,12.9652094,77.717936
Grill Biryanis,"Jalahalli, North Bangalore", North Bangalore,Bangalore,"North Indian,  Biryani",1,1,600,13.0394104,77.5197351
Onesta,"Brookefields, East Bangalore", East Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.5,73,700,12.9652094,77.717936
Chill,"Radha Hometel Hotel,Whitefield, East Bangalore", East Bangalore,Bangalore,North Indian,3.5,2,1200,12.97751045,77.71338456
Beijing Bites,"Brookefields, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.4,47,700,12.9652094,77.717936
Empire Restaurant,"Brookefields, East Bangalore", East Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",4.3,29,700,12.9652094,77.717936
Pacheeze Cafe,"KR Puram, East Bangalore", East Bangalore,Bangalore,"Fast Food,  Italian,  Pizza,  Burger",3.5,2,500,13.007516,77.695935
Cultch Resto Cafe,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Chinese,  Continental,  Drinks",5,1,600,12.9552572,77.6984163
East Delicious,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai",4,1,500,12.9552572,77.6984163
Chef Baker's,"Brookefields, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",3.7,24,600,12.9652094,77.717936
Imperio Restaurant,"Brookefields, East Bangalore", East Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Seafood",3.9,15,700,12.9652094,77.717936
Barbeque Nation,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,257,1800,13.0525837,77.5935619
Waffle Stories,"Kundalahalli, East Bangalore", East Bangalore,Bangalore,"Desserts,  Ice Cream,  Waffle,  Fast Food,  Drinks",4.6,7,400,12.977594,77.7155586
Maria Taste Circle,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Kerala,  North Indian,  Chinese,  Seafood",1,1,600,12.9552572,77.6984163
Chaat Street,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Street Food,  Chaat",4.1,5,200,12.9696365,77.7497448
You Mee,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai",4.5,207,1800,12.9696365,77.7497448
Copper Chimney,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"North Indian,  Biryani",4.2,111,1500,13.0525837,77.5935619
Onesta,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"Italian,  Fast Food,  Pizza",3.9,32,700,13.0525837,77.5935619
Pasta Street,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Italian,  European,  Pizza",4.5,260,1500,12.9696365,77.7497448
Kanti Sweets,"Jalahalli, North Bangalore", North Bangalore,Bangalore,Mithai,4,1,500,13.0394104,77.5197351
Kanti Sweets,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",5,1,500,13.0525837,77.5935619
Hotel Godavari,"Brookefields, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",3.2,4,500,12.9652094,77.717936
Punjab Grill,"Whitefield, East Bangalore", East Bangalore,Bangalore,North Indian,4.2,231,2000,12.9696365,77.7497448
Mainland China,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Chinese,  Seafood,  Asian",4.4,438,1600,12.9696365,77.7497448
Cake Dilim,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",1,1,400,12.9361208,77.6671843
Barbeque Nation,"Electronic City, South Bangalore", South Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,364,1800,12.8487599,77.64825296
Chef Baker's,"Kundalahalli, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4.5,2,600,12.977594,77.7155586
Beijing Bites,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,53,700,13.0525837,77.5935619
